-2.533502317965030670e-02,-7.698565255850553513e-03,6.249490194022655487e-03,1.507935486733913422e-02,2.662016078829765320e-02,3.822009265422821045e-02,6.670433282852172852e-02,9.242704510688781738e-02,1.155561730265617371e-01,1.291107386350631714e-01,1.222720071673393250e-01,1.157286390662193298e-01,1.069348603487014771e-01,9.345531463623046875e-02,1.129776835441589355e-01,1.303685009479522705e-01,1.595279276371002197e-01,1.296554803848266602e-01,6.602364778518676758e-02,2.272988669574260712e-02,2.272988669574260712e-02,2.272988669574260712e-02,2.272988669574260712e-02,2.272988669574260712e-02,2.272988669574260712e-02
-4.783169552683830261e-02,-2.545412816107273102e-02,3.578863805159926414e-03,2.426358498632907867e-02,3.918575495481491089e-02,5.657885596156120300e-02,7.999123632907867432e-02,1.118135601282119751e-01,1.410955488681793213e-01,1.524635106325149536e-01,1.536958366632461548e-01,1.573129147291183472e-01,1.585454344749450684e-01,1.521183103322982788e-01,1.689045876264572144e-01,1.731581091880798340e-01,1.825975775718688965e-01,1.619700193405151367e-01,8.693341165781021118e-02,8.693341165781021118e-02,8.693341165781021118e-02,8.693341165781021118e-02,8.693341165781021118e-02,8.693341165781021118e-02,8.693341165781021118e-02
-5.717698857188224792e-02,-3.167064860463142395e-02,-6.178651470690965652e-03,1.358171179890632629e-02,3.613918647170066833e-02,6.804158538579940796e-02,9.904610365629196167e-02,1.250788718461990356e-01,1.468228548765182495e-01,1.658312082290649414e-01,1.802426427602767944e-01,1.949839591979980469e-01,1.987465322017669678e-01,1.953953355550765991e-01,2.049099206924438477e-01,2.052759379148483276e-01,1.860308349132537842e-01,1.323705613613128662e-01,8.666750043630599976e-02,8.666750043630599976e-02,8.666750043630599976e-02,8.666750043630599976e-02,8.666750043630599976e-02,8.666750043630599976e-02,8.666750043630599976e-02
-6.921075284481048584e-02,-4.405711591243743896e-02,-1.302640885114669800e-02,1.407319866120815277e-02,3.945222869515419006e-02,6.814033538103103638e-02,9.763753414154052734e-02,1.332305073738098145e-01,1.610659807920455933e-01,1.786039620637893677e-01,1.932593882083892822e-01,2.089211195707321167e-01,2.203029692173004150e-01,2.258852869272232056e-01,2.323939651250839233e-01,2.275277823209762573e-01,2.130549252033233643e-01,1.523237377405166626e-01,6.508811563253402710e-02,8.212734758853912354e-02,8.212734758853912354e-02,8.212734758853912354e-02,8.212734758853912354e-02,8.212734758853912354e-02,8.212734758853912354e-02
-6.926010549068450928e-02,-5.198814719915390015e-02,-2.663450315594673157e-02,-2.458588278386741877e-04,3.295211121439933777e-02,7.733211666345596313e-02,1.101763322949409485e-01,1.413397639989852905e-01,1.640401035547256470e-01,1.846445351839065552e-01,2.054653018712997437e-01,2.198171913623809814e-01,2.268329113721847534e-01,2.336906194686889648e-01,2.405518442392349243e-01,2.380624711513519287e-01,2.152082622051239014e-01,1.808221191167831421e-01,1.332626491785049438e-01,1.499138325452804565e-01,1.776667535305023193e-01,1.776667535305023193e-01,1.776667535305023193e-01,1.776667535305023193e-01,1.776667535305023193e-01
-8.758376538753509521e-02,-7.495861500501632690e-02,-4.217512905597686768e-02,-1.076127029955387115e-02,2.652269415557384491e-02,6.659157574176788330e-02,1.051020920276641846e-01,1.425786316394805908e-01,1.728374361991882324e-01,1.881740391254425049e-01,2.064446210861206055e-01,2.189904004335403442e-01,2.182458788156509399e-01,2.205908745527267456e-01,2.217644751071929932e-01,2.251539826393127441e-01,2.185050547122955322e-01,2.041296213865280151e-01,2.106747627258300781e-01,2.573139369487762451e-01,2.651987969875335693e-01,1.982329636812210083e-01,9.017969667911529541e-02,9.017969667911529541e-02,9.017969667911529541e-02
-9.730959683656692505e-02,-8.589062094688415527e-02,-5.955171957612037659e-02,-3.108461201190948486e-02,1.238099392503499985e-02,6.618683785200119019e-02,9.904067218303680420e-02,1.317303329706192017e-01,1.574305146932601929e-01,1.744963973760604858e-01,1.959920376539230347e-01,2.009948492050170898e-01,1.955782175064086914e-01,1.963944435119628906e-01,1.945843249559402466e-01,1.990953534841537476e-01,2.003087401390075684e-01,2.173313200473785400e-01,2.452673912048339844e-01,3.069571852684020996e-01,2.998270094394683838e-01,2.086872309446334839e-01,1.598377078771591187e-01,1.598377078771591187e-01,1.598377078771591187e-01
-1.027340814471244812e-01,-9.204158931970596313e-02,-6.518458575010299683e-02,-3.522078692913055420e-02,-2.993827452883124352e-03,3.893972188234329224e-02,6.721720844507217407e-02,9.545850008726119995e-02,1.269342005252838135e-01,1.412810683250427246e-01,1.681744456291198730e-01,1.732454597949981689e-01,1.632095575332641602e-01,1.728644073009490967e-01,1.826262623071670532e-01,1.945416182279586792e-01,1.974768638610839844e-01,2.323056161403656006e-01,2.822338044643402100e-01,3.042940795421600342e-01,2.602418065071105957e-01,1.850762516260147095e-01,1.491695493459701538e-01,8.739895373582839966e-02,8.739895373582839966e-02
-1.002082452178001404e-01,-9.448707848787307739e-02,-7.687958329916000366e-02,-5.735835805535316467e-02,-3.784816339612007141e-02,3.992399200797080994e-03,2.602487616240978241e-02,5.633173137903213501e-02,8.472184836864471436e-02,9.751169383525848389e-02,1.194357648491859436e-01,1.264401376247406006e-01,1.307092905044555664e-01,1.554594039916992188e-01,1.764799654483795166e-01,1.950988918542861938e-01,2.192767262458801270e-01,2.510603964328765869e-01,2.832323610782623291e-01,2.914752662181854248e-01,1.986198425292968750e-01,1.380142569541931152e-01,1.006422787904739380e-01,7.238277792930603027e-02,7.238277792930603027e-02
-1.133370473980903625e-01,-1.149952858686447144e-01,-1.006802096962928772e-01,-8.502227813005447388e-02,-7.309976220130920410e-02,-3.941756486892700195e-02,-2.596987411379814148e-02,-1.229056436568498611e-02,2.616953849792480469e-02,4.038139432668685913e-02,7.413540780544281006e-02,8.137623220682144165e-02,9.171351790428161621e-02,1.317449808120727539e-01,1.586049944162368774e-01,1.908702701330184937e-01,2.236835956573486328e-01,2.598586380481719971e-01,2.644265890121459961e-01,2.167615443468093872e-01,1.384949237108230591e-01,8.984608948230743408e-02,6.855197995901107788e-02,6.273465603590011597e-02,6.273465603590011597e-02
